"wcvp_name","gbif_name"
"Impatiens stoliczkae","Impatiens stoliczkae Hook.f."
"Impatiens stricta","Impatiens stricta C.B.Clarke"
"Impatiens stuhlmannii","Impatiens stuhlmannii Warb."
"Impatiens subabortiva","Impatiens subabortiva H.Perrier"
"Impatiens subcordata","Impatiens subcordata Arn."
"Impatiens subecalcarata","Impatiens subecalcarata (Hand.-Mazz.) Y.L.Chen"
"Impatiens subrubriflora","Impatiens subrubriflora H.Perrier"
"Impatiens substerilis","Impatiens substerilis H.Perrier"
"Impatiens substipulata","Impatiens substipulata H.Perrier"
"Impatiens suichangensis","Impatiens suichangensis Y.L.Xu & Y.L.Chen"
"Impatiens suijiangensis","Impatiens suijiangensis S.H.Huang"
"Impatiens sulcata","Impatiens sulcata Wall."
"Impatiens sunii","Impatiens sunii S.H.Huang"
"Impatiens sutchuenensis","Impatiens sutchuenensis Franch."
"Impatiens sylvicola","Impatiens sylvicola Burtt Davy & Greenway"
"Impatiens taishunensis","Impatiens taishunensis Y.L.Chen & Y.L.Xu"
"Impatiens talbotii","Impatiens talbotii Baker fil."
"Impatiens tangachee","Impatiens tangachee Bedd."
"Impatiens tapanuliensis","Impatiens tapanuliensis Grey-Wilson"
"Galium flavescens","Galium flavescens Borbás ex Simonk."
"Impatiens taprobanica","Impatiens taprobanica Hiern"
"Impatiens tavoyana","Impatiens tavoyana Benth."
"Impatiens tayemonii","Impatiens tayemonii Hayata"
"Impatiens teitensis","Impatiens teitensis Grey-Wilson"
"Impatiens teitensis subsp. oblanceolata","Impatiens teitensis subsp. oblanceolata Grey-Wilson"
"Impatiens tenella","Impatiens tenella Wall."
"Impatiens teneriflora","Impatiens teneriflora Hook.fil."
"Impatiens tenerrima","Impatiens tenerrima Y.L.Chen"
"Impatiens tenuibracteata","Impatiens tenuibracteata Y.L.Chen"
"Impatiens textorii","Impatiens textorii Miq."
"Impatiens thamnoidea","Impatiens thamnoidea G.M.Schulze"
"Impatiens thiochroa","Impatiens thiochroa Hand.-Mazz."
"Impatiens thomensis","Impatiens thomensis Exell"
"Impatiens thomsonii","Impatiens thomsonii Oliv."
"Impatiens thwaitesii","Impatiens thwaitesii Hook.fil. ex Grey-Wilson"
"Impatiens tienchuanensis","Impatiens tienchuanensis Y.L.Chen"
"Impatiens tienmushanica","Impatiens tienmushanica Y.L.Chen"
"Galium flaviflorum","Galium flaviflorum (Trautv.) Mikheev"
"Impatiens tienmushanica var. longicalcarata","Impatiens tienmushanica var. longicalcarata Y.L.Xu & Y.L.Chen"
"Impatiens tinctoria","Impatiens tinctoria A.Rich."
"Impatiens tinctoria subsp. abyssinica","Impatiens tinctoria subsp. abyssinica (Hook.fil.) Grey-Wilson"
"Impatiens tinctoria subsp. elegantissima","Impatiens tinctoria subsp. elegantissima (Gilg) Grey-Wilson"
"Impatiens tinctoria subsp. latifolia","Impatiens tinctoria subsp. latifolia Grey-Wilson"
"Impatiens tinctoria subsp. songeana","Impatiens tinctoria subsp. songeana Grey-Wilson"
"Impatiens tipusensis","Impatiens tipusensis M.R.Hend."
"Impatiens tomentella","Impatiens tomentella Hook.fil."
"Impatiens tomentosa","Impatiens tomentosa B.Heyne"
"Impatiens toppinii","Impatiens toppinii Dunn"
"Impatiens torenioides","Impatiens torenioides H.Perrier"
"Impatiens tortisepala","Impatiens tortisepala Hook.fil."
"Impatiens torulosa","Impatiens torulosa Hook.fil."
"Impatiens touranensis","Impatiens touranensis Tardieu"
"Impatiens toxophora","Impatiens toxophora Hook.fil."
"Impatiens translucida","Impatiens translucida Eb.Fisch. & Raheliv."
"Impatiens travancorica","Impatiens travancorica Bedd."
"Impatiens triandra","Impatiens triandra H.Perrier"
"Impatiens tribounii","Impatiens tribounii T.Shimizu & Suksathan"
"Impatiens tricarinata","Impatiens tricarinata H.Perrier"
"Impatiens tricaudata","Impatiens tricaudata G.M.Schulze"
"Impatiens trichocarpa","Impatiens trichocarpa H.Perrier"
"Impatiens trichoceras","Impatiens trichoceras Baker"
"Impatiens trichopoda","Impatiens trichopoda Hook.fil."
"Impatiens trichosepala","Impatiens trichosepala Y.L.Chen"
"Impatiens trichosperma","Impatiens trichosperma H.Perrier"
"Impatiens tricornis","Impatiens tricornis Lindl."
"Impatiens trigonosepala","Impatiens trigonosepala Hook.fil."
"Impatiens trilobata","Impatiens trilobata Colebr."
"Impatiens tripetala","Impatiens tripetala Roxb. ex DC."
"Impatiens tropaeolifolia","Impatiens tropaeolifolia Griff. ex Hook.f."
"Impatiens truncata","Impatiens truncata Thwaites"
"Impatiens truncicola","Impatiens truncicola H.Perrier"
"Impatiens tsangshanensis","Impatiens tsangshanensis Y.L.Chen"
"Impatiens tsaratananae","Impatiens tsaratananae H.Perrier"
"Impatiens tuberculata","Impatiens tuberculata Hook.fil. & Thomson"
"Galium floribundum","Galium floribundum Sm."
"Impatiens tuberifera","Impatiens tuberifera Humbert"
"Impatiens tuberosa","Impatiens tuberosa H.Perrier"
"Impatiens tubulosa","Impatiens tubulosa Hemsl. ex Forbes & Hemsl."
"Impatiens tujuhensis","Impatiens tujuhensis Utami & T.Shimizu"
"Impatiens turrialbana","Impatiens turrialbana J.D.Sm."
"Impatiens tweedieae","Impatiens tweedieae E.A.Bruce"
"Impatiens ukagurensis","Impatiens ukagurensis Grey-Wilson"
"Impatiens uliginosa","Impatiens uliginosa Franch."
"Impatiens ulugurensis","Impatiens ulugurensis Warb."
"Impatiens umbellata","Impatiens umbellata B.Heyne ex Roxb."
"Impatiens uncinata","Impatiens uncinata Wight"
"Impatiens uncipetala","Impatiens uncipetala C.B.Clarke"
"Impatiens undulata","Impatiens undulata Y.L.Chen & Y.Q.Lu"
"Impatiens uniflora","Impatiens uniflora Hayata"
"Impatiens uralensis","Impatiens uralensis A.K.Skvortsov"
"Impatiens urticifolia","Impatiens urticifolia Wall."
"Impatiens urticoides","Impatiens urticoides H.Perrier"
"Impatiens usambarensis","Impatiens usambarensis Grey-Wilson"
"Impatiens uzungwaensis","Impatiens uzungwaensis Grey-Wilson & Frim.-Møll."
"Impatiens vagans","Impatiens vagans Hook.fil."
"Impatiens vaniotiana","Impatiens vaniotiana H.Lév."
"Impatiens vaughanii","Impatiens vaughanii Hook.fil."
"Impatiens vebrowniae","Impatiens vebrowniae Eb.Fisch., Wohlh. & Raheliv."
"Impatiens velaxata","Impatiens velaxata Hook.fil."
"Impatiens vellela","Impatiens vellela Eb.Fisch. & Raheliv."
"Impatiens venusta","Impatiens venusta H.Perrier"
"Galium floribundum subsp. airoides","Galium floribundum subsp. airoides Hub.-Mor. ex Ehrend. & Schönb.-Tem."
"Impatiens verecunda","Impatiens verecunda Hook.fil."
"Impatiens verrucifer","Impatiens verrucifer Hook.fil."
"Impatiens verticillata","Impatiens verticillata Wight"
"Impatiens vesiculifera","Impatiens vesiculifera H.Perrier"
"Impatiens vexillaria","Impatiens vexillaria Hook.fil."
"Impatiens vidalii","Impatiens vidalii Hook.fil."
"Impatiens viguieri","Impatiens viguieri H.Perrier"
"Impatiens vilersii","Impatiens vilersii Costantin & Poiss."
"Galium floribundum subsp. floribundum","Galium floribundum subsp. floribundum"
"Impatiens violacea","Impatiens violacea M.Kumar & Sequiera"
"Impatiens violaceoalba","Impatiens violaceoalba Tardieu"
"Impatiens violiflora","Impatiens violiflora Hook.fil."
"Impatiens violoides","Impatiens violoides Edgew."
"Impatiens viridiflora","Impatiens viridiflora Wight"
"Impatiens viscida","Impatiens viscida Wight"
"Impatiens viscosa","Impatiens viscosa Bedd."
"Impatiens vitellina","Impatiens vitellina Grey-Wilson"
"Impatiens vittata","Impatiens vittata Franch."
"Impatiens volkensii","Impatiens volkensii Warb."
"Impatiens volkensii subsp. macrosepala","Impatiens volkensii subsp. macrosepala Grey-Wilson & Frim.-Møll."
"Impatiens waldheimiana","Impatiens waldheimiana Hook.fil."
"Impatiens walkeri","Impatiens walkeri Hook."
"Impatiens walleriana","Impatiens walleriana Hook.fil."
"Impatiens wallichii","Impatiens wallichii Hook.fil."
"Impatiens warburgiana","Impatiens warburgiana G.M.Schulze & R.Wilczek"
"Impatiens wattii","Impatiens wattii Prain & Burkill"
"Impatiens weihsiensis","Impatiens weihsiensis Y.L.Chen"
"Impatiens wenshanensis","Impatiens wenshanensis S.H.Huang"
"Impatiens wibkeae","Impatiens wibkeae Eb.Fisch. & Raheliv."
"Impatiens wightiana","Impatiens wightiana Bedd."
"Impatiens williamsii","Impatiens williamsii Hara"
"Impatiens wilsonii","Impatiens wilsonii Hook.fil."
"Impatiens winkleri","Impatiens winkleri Hook.fil."
"Impatiens wohlhauseri","Impatiens wohlhauseri Eb.Fisch. & Raheliv."
"Impatiens wrayi","Impatiens wrayi Hook.fil."
"Impatiens wuchengyihii","Impatiens wuchengyihii S.Akiyama, H.Ohba & S.K.Wu"
"Impatiens wuyuanensis","Impatiens wuyuanensis Y.L.Chen"
"Impatiens xanthina","Impatiens xanthina Comber"
"Impatiens xanthina var. pusilla","Impatiens xanthina var. pusilla Y.L.Chen"
"Impatiens xanthocephala","Impatiens xanthocephala W.W.Sm."
"Impatiens yingjiangensis","Impatiens yingjiangensis S.Akiyama & H.Ohba"
"Impatiens yongshanensis","Impatiens yongshanensis S.H.Huang"
"Impatiens yunnanensis","Impatiens yunnanensis Franch."
"Impatiens zixishanensis","Impatiens zixishanensis S.H.Huang"
"Impatiens zollingeri","Impatiens zollingeri Kuntze"
"Impatiens zombensis","Impatiens zombensis Baker"
"Impatiens zygosepala","Impatiens zygosepala Hook.fil."
"Galium formosense","Galium formosense Ohwi"
"Indagator fordii","Indagator fordii Halford"
"Indigastrum","Indigastrum Jaub. & Spach"
"Indigastrum argyroides","Indigastrum argyroides (E.Mey.) Schrire"
"Indigastrum burkeanum","Indigastrum burkeanum (Benth. ex Harv.) Schrire"
"Indigastrum candidissimum","Indigastrum candidissimum (Dinter) Schrire"
"Indigastrum costatum","Indigastrum costatum (Guill. & Perr.) Schrire"
"Galium forrestii","Galium forrestii Diels"
"Indigastrum costatum subsp. goniodes","Indigastrum costatum subsp. goniodes (Hochst. ex Baker) Schrire"
"Indigastrum costatum subsp. macrum","Indigastrum costatum subsp. macrum (E.Mey.) Schrire"
"Indigastrum costatum subsp. theuschii","Indigastrum costatum subsp. theuschii (O.Hoffm.) Schrire"
"Indigastrum fastigiatum","Indigastrum fastigiatum (E.Mey.) Schrire"
"Indigastrum guerranum","Indigastrum guerranum (Torre) Schrire"
"Indigastrum parviflorum","Indigastrum parviflorum (B.Heyne ex Wight & Arn.) Schrire"
"Indigastrum parviflorum var. crispidulum","Indigastrum parviflorum var. crispidulum (J.B.Gillett) Schrire"
"Indigastrum parviflorum subsp. occidentale","Indigastrum parviflorum subsp. occidentale (J.B.Gillett) Schrire"
"Indigofera","Indigofera L."
"Indigofera acanthinocarpa","Indigofera acanthinocarpa Blatt."
"Indigofera acanthoclada","Indigofera acanthoclada Dinter"
"Galium fosbergii","Galium fosbergii Dempster"
"Indigofera achyranthoides","Indigofera achyranthoides Taub."
"Indigofera acutipetala","Indigofera acutipetala Y.Y.Fang & C.Z.Zheng"
"Indigofera acutisepala","Indigofera acutisepala Conrath ex Baker f."
"Indigofera adenocarpa","Indigofera adenocarpa E.Mey."
"Indigofera adenoides","Indigofera adenoides Baker f."
"Galium fragile","Galium fragile Pourr. ex DC."
"Indigofera adenotricha","Indigofera adenotricha Peter G.Wilson"
"Indigofera adesmiifolia","Indigofera adesmiifolia A.Gray"
"Indigofera alopecuroides","Indigofera alopecuroides DC."
"Indigofera alpina","Indigofera alpina Eckl. & Zeyh."
"Indigofera alternans","Indigofera alternans DC."
"Indigofera ambelacensis","Indigofera ambelacensis Schweinf."
"Indigofera amblyantha","Indigofera amblyantha Craib"
"Indigofera amitina","Indigofera amitina N.E.Br."
"Indigofera ammobia","Indigofera ammobia Maconochie"
"Indigofera ammoxylon","Indigofera ammoxylon (DC.) Polhill"
"Indigofera amoena","Indigofera amoena Aiton"
"Indigofera amorphoides","Indigofera amorphoides Jaub. & Spach"
"Indigofera anabibensis","Indigofera anabibensis A.Schreib."
"Indigofera ancistrocarpa","Indigofera ancistrocarpa Thulin"
"Indigofera andrewsiana","Indigofera andrewsiana J.B.Gillett"
"Indigofera andringitrensis","Indigofera andringitrensis R.Vig."
"Indigofera angulata","Indigofera angulata Lindl."
"Indigofera angulosa","Indigofera angulosa Edgew."
"Indigofera angustata","Indigofera angustata E.Mey."
"Indigofera angustifolia","Indigofera angustifolia L."
"Indigofera ankaratrensis","Indigofera ankaratrensis R.Vig."
"Indigofera antunesiana","Indigofera antunesiana Harms"
"Indigofera arabica","Indigofera arabica Jaub. & Spach"
"Indigofera aralensis","Indigofera aralensis Gagnep."
"Galium fruticosum","Galium fruticosum Willd."
"Indigofera arenophila","Indigofera arenophila Schinz"
"Galium fuegianum","Galium fuegianum Hook.f."
"Indigofera argentea","Indigofera argentea Burm.f."
"Indigofera argutidens","Indigofera argutidens Craib"
"Indigofera argyrea","Indigofera argyrea Chiov."
"Indigofera arnottii","Indigofera arnottii (Kuntze) Peter G.Wilson"
"Indigofera arrecta","Indigofera arrecta Hochst. ex A.Rich."
"Indigofera articulata","Indigofera articulata Gouan"
"Indigofera aspalathoides","Indigofera aspalathoides Vahl ex DC."
"Galium fuscum","Galium fuscum M.Martens & Galeotti"
"Indigofera aspera","Indigofera aspera Perr. ex DC."
"Indigofera asperifolia","Indigofera asperifolia Bong. ex Benth."
"Indigofera asperifolia var. macrophylla","Indigofera asperifolia var. macrophylla Chodat & Hassl."
"Indigofera asterocalycina","Indigofera asterocalycina Gilli"
"Indigofera astragalina","Indigofera astragalina DC."
"Indigofera astragaloides","Indigofera astragaloides Welw. ex Romariz"
"Galium fuscum subsp. altiplanicum","Galium fuscum subsp. altiplanicum Dempster"
"Indigofera atrata","Indigofera atrata N.E.Br."
"Indigofera atricephala","Indigofera atricephala J.B.Gillett"
"Indigofera atriceps","Indigofera atriceps Hook.f."
"Indigofera atriceps subsp. ramosa","Indigofera atriceps subsp. ramosa (Cronquist) J.B.Gillett"
"Indigofera atriceps subsp. setosissima","Indigofera atriceps subsp. setosissima (Harms) J.B.Gillett"
"Indigofera atropurpurea","Indigofera atropurpurea Roxb."
"Indigofera auricoma","Indigofera auricoma E.Mey."
"Indigofera australis","Indigofera australis Willd."
"Galium fuscum subsp. fuscum","Galium fuscum subsp. fuscum"
"Indigofera baileyi","Indigofera baileyi F.Muell."
"Indigofera bainesii","Indigofera bainesii Baker"
"Galium fuscum subsp. guerrericum","Galium fuscum subsp. guerrericum Dempster"
"Indigofera balfouriana","Indigofera balfouriana Craib"
"Indigofera bancroftii","Indigofera bancroftii Peter G.Wilson"
"Indigofera bangweolensis","Indigofera bangweolensis R.E.Fr."
"Indigofera banii","Indigofera banii N.D.Khôi & Yakovlev"
"Indigofera barberi","Indigofera barberi Gamble"
"Indigofera barteri","Indigofera barteri Hutch. & Dalziel"
"Indigofera basedowii","Indigofera basedowii E.Pritz."
"Galium fuscum subsp. hypadenium","Galium fuscum subsp. hypadenium (Schauer) Dempster"
"Indigofera basiflora","Indigofera basiflora J.B.Gillett"
"Indigofera baumiana","Indigofera baumiana Harms"
"Indigofera bayensis","Indigofera bayensis Thulin"
"Indigofera bella","Indigofera bella Prain"
"Indigofera bemarahaensis","Indigofera bemarahaensis Du Puy & Labat"
"Indigofera benguellensis","Indigofera benguellensis Baker"
"Indigofera berhautiana","Indigofera berhautiana J.B.Gillett"
"Indigofera biflora","Indigofera biflora Roth"
"Indigofera biglandulosa","Indigofera biglandulosa J.B.Gillett"
"Galium galapagoense","Galium galapagoense Wiggins"
"Indigofera bilabiata","Indigofera bilabiata Loisel. ex Drapiez"
"Indigofera binderi","Indigofera binderi Kotschy"
"Indigofera blaiseae","Indigofera blaiseae Du Puy & Labat"
"Indigofera blanchetiana","Indigofera blanchetiana Benth."
"Indigofera bogdanii","Indigofera bogdanii J.B.Gillett"
"Indigofera boinensis","Indigofera boinensis R.Vig."
"Indigofera bojeri","Indigofera bojeri Baker"
"Indigofera bongardiana","Indigofera bongardiana (Kuntze) Burkart"
"Indigofera bongensis","Indigofera bongensis Kotschy & Peyr."
"Indigofera boranica","Indigofera boranica Thulin"
"Indigofera bosseri","Indigofera bosseri Du Puy & Labat"
"Indigofera boviperda","Indigofera boviperda Morrison"
"Indigofera brachynema","Indigofera brachynema J.B.Gillett"
"Indigofera brachyphylla","Indigofera brachyphylla Al-Turki"
"Indigofera brachystachya","Indigofera brachystachya E.Mey."
"Indigofera bracteata","Indigofera bracteata Graham ex Baker"
"Indigofera bracteata var. khasiana","Indigofera bracteata var. khasiana Sanjappa"
"Indigofera bracteolata","Indigofera bracteolata DC."
"Indigofera brassii","Indigofera brassii Baker"
"Indigofera brevicalyx","Indigofera brevicalyx Baker f."
"Indigofera brevidens","Indigofera brevidens Benth."
"Galium galiopsis","Galium galiopsis (Hand.-Mazz.) Ehrend."
"Indigofera brevifilamenta","Indigofera brevifilamenta J.B.Gillett"
"Indigofera breviracemosa","Indigofera breviracemosa Torre"
"Indigofera breviviscosa","Indigofera breviviscosa J.B.Gillett"
"Indigofera brunoniana","Indigofera brunoniana Graham"
"Indigofera buchananii","Indigofera buchananii Burtt Davy"
"Indigofera bufalina","Indigofera bufalina Lour."
"Indigofera bungeana","Indigofera bungeana Walp."
"Indigofera burchellii","Indigofera burchellii DC."
"Indigofera burttii","Indigofera burttii Baker f."
"Indigofera bussei","Indigofera bussei J.B.Gillett"
"Indigofera byobiensis","Indigofera byobiensis Hosok."
"Indigofera coerulea","Indigofera coerulea Roxb."
"Indigofera calcicola","Indigofera calcicola Craib"
"Indigofera caloneura","Indigofera caloneura Kurz"
"Galium gaudichaudii","Galium gaudichaudii DC."
"Indigofera campestris","Indigofera campestris Bong. ex Benth."
"Indigofera campestris var. intermedia","Indigofera campestris var. intermedia Hassl."
"Indigofera candicans","Indigofera candicans Aiton"
"Indigofera candolleana","Indigofera candolleana Meisn."
"Indigofera capillaris","Indigofera capillaris Thunb."
"Indigofera capitata","Indigofera capitata Kotschy"
"Indigofera carlesii","Indigofera carlesii Craib"
"Indigofera caroliniana","Indigofera caroliniana Mill."
"Indigofera cassioides","Indigofera cassioides Rottler ex DC."
"Indigofera caudata","Indigofera caudata Dunn"
"Indigofera cavallii","Indigofera cavallii Chiov."
"Indigofera ceciliae","Indigofera ceciliae N.E.Br."
"Indigofera cedrorum","Indigofera cedrorum Dunn"
"Indigofera cerighellii","Indigofera cerighellii M.Peltier"
"Indigofera chaetodonta","Indigofera chaetodonta Franch."
"Indigofera charlieriana","Indigofera charlieriana Schinz"
"Indigofera chenii","Indigofera chenii S.S.Chien"
"Indigofera chevalieri","Indigofera chevalieri Tisser."
"Galium geminiflorum","Galium geminiflorum Lowe"
"Indigofera chirensis","Indigofera chirensis Cufod. ex J.B.Gillett"
"Indigofera chitralensis","Indigofera chitralensis Sanjappa"
"Indigofera ciferrii","Indigofera ciferrii Chiov."
"Indigofera cinericolor","Indigofera cinericolor F.Muell."
"Indigofera circinella","Indigofera circinella Baker f."
"Indigofera circinnata","Indigofera circinnata Benth. ex Harv."
"Indigofera cliffordiana","Indigofera cliffordiana J.B.Gillett"
"Indigofera clitorioides","Indigofera clitorioides G.Don"
"Indigofera cloiselii","Indigofera cloiselii Drake"
"Indigofera colutea","Indigofera colutea (Burm.f.) Merr."
"Indigofera commixta","Indigofera commixta N.E.Br."
"Indigofera comosa","Indigofera comosa N.E.Br."
"Indigofera complanata","Indigofera complanata Rchb. ex Spreng."
"Indigofera complicata","Indigofera complicata Eckl. & Zeyh."
"Indigofera compressa","Indigofera compressa Lam."
"Indigofera concava","Indigofera concava Harv."
